SoundName,Database_Name,Sex_Voice,Emotion_Label,Begin,End,Duration,PeakTime,Amp(dB),PeakAmp,MinF0,MaxF0,MeanF0,StDevF0,Jitter,Shimmer,MaxHNR,MeanHNR,StDevHNR
F_Bombe_W_b_WasepSN_Norm,WASEPSemNegBombe,female,angry,0,0.8834,0.8834,0.089,61.9,76.2,98.2,561.7,208.8,132.88,0.002364874,1.267585761,27.24,4.77,4.73
F_Bombe_s_WasepSN_Norm,WASEPSemNegBombe,female,neutral,0,0.7055,0.7055,0.163,61.1,77.3,95.0,186.7,150.4,27.07,0.003305623,0.893161738,31.85,9.33,5.54
F_Dummheit_A_WasepSN_Norm,WASEPSemNegDummheit,female,fear,0,1.1088,1.1088,0.034,60.2,79.0,294.0,463.8,362.8,56.31,0.000301623,1.070607048,38.03,8.29,5.93
F_Dummheit_E_WasepSN_Norm,WASEPSemNegDummheit,female,disgust,0,1.3913,1.3913,0.16,56.4,76.7,111.2,425.6,190.3,84.28,0.001245846,0.974800912,25.94,2.61,6.87
F_Dummheit_F_b_WasepSN_Norm,WASEPSemNegDummheit,female,happy,0,1.1261,1.1261,0.035,54.1,77.2,79.9,377.0,247.2,99.28,0.004643257,1.095760801,42.11,4.16,6.07
F_Dummheit_T_b_WasepSN_Norm,WASEPSemNegDummheit,female,sad,0,1.132,1.132,0.2,57.2,75.7,77.2,157.9,117.3,20.94,0.004871761,1.077866393,36.45,6.76,4.98
F_Dummheit_W_b_WasepSN_Norm,WASEPSemNegDummheit,female,angry,0,0.993,0.993,0.066,53.4,77.5,68.3,152.3,110.6,16.11,0.007343688,1.903668052,31.86,1.51,2.69
F_Dummheit_s_WasepSN_Norm,WASEPSemNegDummheit,female,neutral,0,0.8499,0.8499,0.043,57.1,77.0,106.9,237.0,176.8,43.8,0.004454761,1.30307229,22.95,4.76,6.93
F_Krankheit_A_b_WasepSN_Norm,WASEPSemNegKrankheit,female,fear,0,1.4106,1.4106,0.687,57.1,79.5,304.0,477.0,356.7,52.09,0.000274981,0.887058227,39.36,8.44,6.36
F_Krankheit_E_b_WasepSN_Norm,WASEPSemNegKrankheit,female,disgust,0,1.9156,1.9156,0.444,52.6,76.3,76.5,595.6,217.8,114.52,0.00261182,1.073384298,30.08,2.76,3.68
F_Krankheit_F_b_WasepSN_Norm,WASEPSemNegKrankheit,female,happy,0,1.1576,1.1576,0.241,62.2,75.4,98.0,361.2,217.1,94.41,0.002236968,1.038989931,40.11,2.03,4.15
F_Krankheit_T_b_WasepSN_Norm,WASEPSemNegKrankheit,female,sad,0,1.1618,1.1618,0.24,63.5,75.7,83.1,517.9,150.0,91.01,0.003988663,1.335315058,30.93,3.96,4.66
F_Krankheit_W_WasepSN_Norm,WASEPSemNegKrankheit,female,angry,0,1.6118,1.6118,0.524,62.1,75.3,118.4,210.6,162.7,32.62,0.001889604,0.974881103,31.05,0.6,4.41
F_Krankheit_s_b_WasepSN_Norm,WASEPSemNegKrankheit,female,neutral,0,1.0131,1.0131,0.218,62.3,75.9,75.3,215.0,140.3,49.46,0.002446968,0.916096185,24.33,1.24,5.05
F_Satan_A_b_WasepSN_Norm,WASEPSemNegSatan,female,fear,0,1.352,1.352,0.53,57.2,75.8,127.4,460.8,313.4,78.51,0.000862031,0.678395032,34.85,7.16,6.53
F_Satan_E_WasepSN_Norm,WASEPSemNegSatan,female,disgust,0,1.4571,1.4571,0.408,55.6,77.0,93.9,580.5,320.4,207.25,0.000837301,1.664519138,23.51,-0.3,1.83
F_Satan_F_b_WasepSN_Norm,WASEPSemNegSatan,female,happy,0,1.0855,1.0855,0.171,58.1,78.2,187.8,262.8,230.3,22.69,0.001587448,1.505667855,35.49,2.21,3.52
F_Satan_T_b_WasepSN_Norm,WASEPSemNegSatan,female,sad,0,0.9549,0.9549,0.198,64.2,77.2,96.1,143.2,117.5,15.97,0.004124377,1.56384711,38.63,3.58,3.6
F_Satan_W_WasepSN_Norm,WASEPSemNegSatan,female,angry,0,1.2302,1.2302,0.326,57.2,76.1,0.0,0.0,0.0,0.0,0.0,0.0,24.85,-1.59,2.23
F_Satan_s_WasepSN_Norm,WASEPSemNegSatan,female,neutral,0,1.071,1.071,0.281,60.7,76.3,103.7,255.9,159.0,44.73,0.003262232,1.561758173,36.96,2.9,4.57
F_Schande_A_b_WasepSN_Norm,WASEPSemNegSchande,female,fear,0,0.8069,0.8069,0.23,64.7,75.9,300.4,393.9,358.6,22.56,0.000300414,0.900120465,39.34,9.29,9.39
F_Schande_E_b_WasepSN_Norm,WASEPSemNegSchande,female,disgust,0,1.1014,1.1014,0.329,55.5,77.2,501.3,510.6,506.0,6.58,0.000331051,1.334261509,22.22,-3.09,2.19
F_Schande_F_b_WasepSN_Norm,WASEPSemNegSchande,female,happy,0,0.9926,0.9926,0.37,57.9,76.0,138.5,528.5,322.9,73.59,0.000752518,0.778170815,42.26,5.93,7.17
F_Schande_T_WasepSN_Norm,WASEPSemNegSchande,female,sad,0,0.877,0.877,0.299,64.3,75.1,79.4,164.9,115.0,16.87,0.013523748,0.888316549,34.9,4.16,6.28
F_Schande_W_b_WasepSN_Norm,WASEPSemNegSchande,female,angry,0,1.0702,1.0702,0.279,58.4,79.1,68.6,498.0,174.6,136.54,0.005361684,1.416039973,32.88,2.07,2.7
F_Schande_s_WasepSN_Norm,WASEPSemNegSchande,female,neutral,0,1.0998,1.0998,0.39,59.4,76.5,111.9,448.6,196.2,74.77,0.002738155,1.094140953,28.47,2.79,7.52
F_Seuche_A_WasepSN_Norm,WASEPSemNegSeuche,female,fear,0,0.9794,0.9794,0.204,55.7,76.5,187.0,336.2,312.4,35.93,0.000384744,0.671630009,33.08,10.32,4.76
F_Seuche_E_WasepSN_Norm,WASEPSemNegSeuche,female,disgust,0,1.2539,1.2539,0.356,57.9,77.4,207.1,364.5,291.4,47.05,0.001187792,1.169463783,29.16,2.7,3.67
F_Seuche_F_b_WasepSN_Norm,WASEPSemNegSeuche,female,happy,0,1.1842,1.1842,0.233,55.7,76.7,83.9,419.5,286.7,113.78,0.001802867,1.101958706,30.54,6.59,4.19
F_Seuche_T_WasepSN_Norm,WASEPSemNegSeuche,female,sad,0,1.1873,1.1873,0.266,64.1,75.2,94.7,153.3,124.8,19.19,0.003531098,0.992389212,31.86,7.82,4.3
F_Seuche_W_WasepSN_Norm,WASEPSemNegSeuche,female,angry,0,1.1319,1.1319,0.351,65.6,80.0,120.7,382.5,261.8,73.49,0.002298572,1.013983323,22.93,2.58,4.44
F_Seuche_s_WasepSN_Norm,WASEPSemNegSeuche,female,neutral,0,0.8378,0.8378,0.247,64.9,75.8,91.1,239.8,164.0,35.54,0.002810819,0.968972542,35.46,4.17,4.69
F_Strafe_A_WasepSN_Norm,WASEPSemNegStrafe,female,fear,0,1.2513,1.2513,0.532,56.6,76.8,294.0,453.6,340.2,42.26,0.00035933,0.822345585,33.67,9.26,7.12
F_Strafe_E_WasepSN_Norm,WASEPSemNegStrafe,female,disgust,0,1.4731,1.4731,0.746,56.2,77.2,119.2,414.6,190.7,98.96,0.001515313,1.728259486,26.51,0.88,4.57
F_Strafe_F_b_WasepSN_Norm,WASEPSemNegStrafe,female,happy,0,1.0009,1.0009,0.42,59.4,75.8,139.7,546.2,296.5,116.73,0.003106987,1.146347769,33.43,3.03,6.08
F_Strafe_T_b_WasepSN_Norm,WASEPSemNegStrafe,female,sad,0,1.1034,1.1034,0.439,63.1,75.0,96.8,128.7,106.9,7.51,0.005914983,1.309379259,31.45,3.21,3.66
F_Strafe_W_WasepSN_Norm,WASEPSemNegStrafe,female,angry,0,1.5321,1.5321,0.741,54.8,76.5,113.5,119.9,117.2,2.18,0.001385622,1.220969857,27.31,-0.58,2.03
F_Strafe_s_WasepSN_Norm,WASEPSemNegStrafe,female,neutral,0,1.0393,1.0393,0.132,64.5,75.8,108.9,203.7,164.5,27.47,0.002150848,1.43395595,29.8,2.32,4.29
F_Terror_A_b_WasepSN_Norm,WASEPSemNegTerror,female,fear,0,0.9985,0.9985,0.359,57.3,76.7,183.0,285.3,231.3,35.55,0.000450926,0.719290849,27.24,12.14,7.06
F_Terror_E_WasepSN_Norm,WASEPSemNegTerror,female,disgust,0,1.3178,1.3178,0.346,56.7,79.1,132.3,362.7,262.6,86.41,0.002750695,1.485263694,27.03,-0.2,1.89
F_Terror_F_WasepSN_Norm,WASEPSemNegTerror,female,happy,0,0.8637,0.8637,0.204,62.8,75.5,288.9,587.2,338.7,54.53,0.000732383,0.880875253,30.32,10.32,6.95
F_Terror_T_WasepSN_Norm,WASEPSemNegTerror,female,sad,0,0.7344,0.7344,0.194,60.2,74.6,97.2,128.5,117.9,11.02,0.002813327,1.209666809,24.45,1.14,4.31
F_Terror_W_WasepSN_Norm,WASEPSemNegTerror,female,angry,0,1.0205,1.0205,0.247,61.0,75.8,92.9,158.3,122.3,15.98,0.002777974,1.565496095,22.79,-0.7,2.39
F_Terror_s_WasepSN_Norm,WASEPSemNegTerror,female,neutral,0,0.7607,0.7607,0.139,62.7,75.6,104.3,229.4,162.7,42.02,0.002411896,1.087755727,27.45,6.61,6.82
M_Armut_A_b_WasepSN_Norm,WASEPSemNegArmut,male,fear,0,0.8315,0.8315,0.085,68.3,76.3,125.4,239.6,172.8,30.89,0.001193719,1.168450669,17.91,10.69,4.41
M_Armut_E_WasepSN_Norm,WASEPSemNegArmut,male,disgust,0,1.2945,1.2945,0.213,60.2,76.0,74.9,123.6,95.0,15.52,0.004168029,1.189701166,26.81,5.42,5.38
M_Armut_F_WasepSN_Norm,WASEPSemNegArmut,male,happy,0,0.8933,0.8933,0.084,57.1,76.2,79.7,573.2,176.9,123.81,0.001209551,1.300018033,16.8,7.03,3.73
M_Armut_T_WasepSN_Norm,WASEPSemNegArmut,male,sad,0,0.743,0.743,0.052,63.4,74.8,74.4,85.1,80.0,2.92,0.006553424,0.842269355,29.95,3.67,1.98
M_Armut_W_WasepSN_Norm,WASEPSemNegArmut,male,angry,0,0.7188,0.7188,0.404,65.9,77.5,130.9,236.0,166.1,23.65,0.001268103,0.800476612,23.43,4.69,7.63
M_Armut_s_WasepSN_Norm,WASEPSemNegArmut,male,neutral,0,0.6951,0.6951,0.089,64.5,78.6,116.7,147.0,134.7,8.24,0.001946416,1.275440446,31.99,7.56,6.71
M_Betrug_A_e_WasepSN_Norm,WASEPSemNegBetrug,male,fear,0,0.9375,0.9375,0.042,52.5,78.3,162.5,591.2,243.4,142.16,0.00234389,1.381028105,30.94,8.23,9.92
M_Betrug_E_c_WasepSN_Norm,WASEPSemNegBetrug,male,disgust,0,1.3584,1.3584,0.043,62.7,79.3,78.5,590.9,141.6,99.82,0.003359195,0.787602104,31.16,5.42,4.68
M_Betrug_F_c_WasepSN_Norm,WASEPSemNegBetrug,male,happy,0,0.6522,0.6522,0.043,61.5,77.0,97.5,180.9,143.3,27.55,0.002475827,1.408618205,30.56,4.28,3.98
M_Betrug_T_c_WasepSN_Norm,WASEPSemNegBetrug,male,sad,0,0.6632,0.6632,0.044,62.7,77.1,76.6,588.0,318.4,203.6,0.002565056,2.234991065,31.47,-0.92,4.34
M_Betrug_W_WasepSN_Norm,WASEPSemNegBetrug,male,angry,0,0.838,0.838,0.058,61.0,77.9,142.6,233.4,201.3,28.31,0.002183753,0.744574185,24.25,2.21,4.98
M_Betrug_s_WasepSN_Norm,WASEPSemNegBetrug,male,neutral,0,0.6784,0.6784,0.272,51.0,77.1,95.0,145.1,127.8,14.45,0.005063944,1.270465414,30.97,4.3,3.58
M_Bombe_A_e_WasepSN_Norm,WASEPSemNegBombe,male,fear,0,0.7695,0.7695,0.041,63.9,77.3,157.3,223.5,192.0,14.71,0.000953072,0.956358402,35.53,14.25,5.46
M_Bombe_E_b_WasepSN_Norm,WASEPSemNegBombe,male,disgust,0,1.9056,1.9056,0.621,60.1,78.0,75.1,188.9,117.8,37.02,0.002444231,1.296067137,26.95,7.18,6.96
M_Bombe_F_b_WasepSN_Norm,WASEPSemNegBombe,male,happy,0,0.709,0.709,0.035,62.2,75.7,75.2,253.8,173.0,58.67,0.002217402,0.716681609,26.57,9.22,6.73
M_Bombe_T_b_WasepSN_Norm,WASEPSemNegBombe,male,sad,0,0.7605,0.7605,0.202,64.4,75.2,75.2,445.9,129.3,126.01,0.004441361,1.315188229,17.22,7.02,9.05
M_Bombe_W_WasepSN_Norm,WASEPSemNegBombe,male,angry,0,0.6792,0.6792,0.408,64.6,77.2,101.7,172.1,136.4,15.66,0.00447011,1.007423249,41.22,3.06,7.16
M_Bombe_s_WasepSN_Norm,WASEPSemNegBombe,male,neutral,0,0.6777,0.6777,0.504,61.9,75.8,105.5,144.3,134.5,7.09,0.002540868,0.986948292,37.39,11.17,3.59
M_Dummheit_A_WasepSN_Norm,WASEPSemNegDummheit,male,fear,0,0.663,0.663,0.044,59.1,76.4,119.2,181.5,154.0,21.51,0.002058953,0.776551681,35.78,13.63,5.39
M_Dummheit_E_b_WasepSN_Norm,WASEPSemNegDummheit,male,disgust,0,1.524,1.524,0.179,62.5,81.6,76.3,193.4,133.0,37.42,0.002734533,0.699588806,28.95,9.7,7.66
M_Dummheit_F_WasepSN_Norm,WASEPSemNegDummheit,male,happy,0,0.9796,0.9796,0.051,56.3,76.9,75.3,239.2,144.9,60.33,0.004176598,1.06971027,31.83,7.52,2.91
M_Dummheit_T_b_WasepSN_Norm,WASEPSemNegDummheit,male,sad,0,0.9027,0.9027,0.069,61.1,74.4,76.5,556.2,379.5,208.12,0.001482525,1.99433611,33.38,3.45,4.93
M_Dummheit_W_WasepSN_Norm,WASEPSemNegDummheit,male,angry,0,0.9085,0.9085,0.139,58.2,76.4,126.4,226.5,171.3,24.88,0.002951014,1.302756197,6.77,3.06,2.23
M_Dummheit_s_WasepSN_Norm,WASEPSemNegDummheit,male,neutral,0,0.7837,0.7837,0.173,57.7,76.1,94.6,172.5,140.9,23.73,0.004291682,1.101920881,13.99,7.33,4.14
M_Krankheit_A_WasepSN_Norm,WASEPSemNegKrankheit,male,fear,0,0.7461,0.7461,0.176,60.7,75.7,125.0,189.4,164.6,21.03,0.002068056,0.976895345,27.61,8.71,6.65
M_Krankheit_E_f_WasepSN_Norm,WASEPSemNegKrankheit,male,disgust,0,2.4645,2.4645,0.54,56.9,76.8,75.2,496.7,152.1,124.74,0.001396489,0.964658264,38.61,6.31,7.65
M_Krankheit_F_d_WasepSN_Norm,WASEPSemNegKrankheit,male,happy,0,0.9287,0.9287,0.294,58.6,75.5,73.9,134.9,104.5,20.74,0.006348928,0.728407476,28.96,4.22,6.57
M_Krankheit_T_b_WasepSN_Norm,WASEPSemNegKrankheit,male,sad,0,1.2118,1.2118,0.288,56.5,75.4,75.8,578.5,134.3,156.0,0.003625271,1.211151697,40.1,3.41,9.27
M_Krankheit_W_b_WasepSN_Norm,WASEPSemNegKrankheit,male,angry,0,0.7749,0.7749,0.276,62.7,76.5,119.2,327.6,180.0,63.53,0.002105193,1.085610503,31.61,-0.72,3.07
M_Krankheit_s_WasepSN_Norm,WASEPSemNegKrankheit,male,neutral,0,0.6937,0.6937,0.158,61.5,76.1,75.2,155.9,121.7,26.1,0.002566482,1.003109803,32.27,1.35,3.56
M_Satan_A_b_WasepSN_Norm,WASEPSemNegSatan,male,fear,0,1.3143,1.3143,0.37,55.1,76.5,152.8,228.4,179.1,20.88,0.000923149,1.056283342,53.29,9.93,7.42
M_Satan_E_b_WasepSN_Norm,WASEPSemNegSatan,male,disgust,0,1.8199,1.8199,0.576,61.0,79.2,76.0,191.5,132.6,31.18,0.002244975,1.16156331,32.86,1.23,3.68
M_Satan_F_WasepSN_Norm,WASEPSemNegSatan,male,happy,0,1.0103,1.0103,0.253,57.4,77.2,75.1,182.8,119.7,39.04,0.005165622,1.563710238,28.04,-0.13,3.0
M_Satan_T_c_WasepSN_Norm,WASEPSemNegSatan,male,sad,0,0.6662,0.6662,0.155,61.5,75.1,575.1,596.1,588.8,9.53,0.000299465,2.100751539,43.82,5.04,4.03
M_Satan_W_WasepSN_Norm,WASEPSemNegSatan,male,angry,0,1.2464,1.2464,0.448,55.8,78.0,94.5,154.5,118.3,16.72,0.004954095,1.419103431,24.89,-1.0,2.93
M_Satan_s_WasepSN_Norm,WASEPSemNegSatan,male,neutral,0,0.9259,0.9259,0.168,61.4,77.1,75.5,150.8,112.6,22.4,0.003406383,1.349115383,31.9,1.77,2.42
M_Schande_A_b_WasepSN_Norm,WASEPSemNegSchande,male,fear,0,0.86,0.86,0.474,65.6,75.2,132.6,495.8,193.8,81.12,0.001023607,0.719044256,39.09,14.77,9.82
M_Schande_E_c_WasepSN_Norm,WASEPSemNegSchande,male,disgust,0,1.407,1.407,0.252,62.5,75.7,87.4,554.8,242.8,171.5,0.002147575,1.125503711,42.6,7.77,10.13
M_Schande_F_c_WasepSN_Norm,WASEPSemNegSchande,male,happy,0,0.8823,0.8823,0.351,58.4,76.6,76.8,480.6,160.5,126.09,0.002834198,1.055363918,38.48,6.46,3.25
M_Schande_T_b_WasepSN_Norm,WASEPSemNegSchande,male,sad,0,0.9085,0.9085,0.392,66.8,75.2,75.3,616.5,325.2,214.18,0.001408235,1.813629863,39.21,2.74,3.88
M_Schande_W_WasepSN_Norm,WASEPSemNegSchande,male,angry,0,0.8171,0.8171,0.295,61.5,76.2,116.1,200.1,146.7,24.55,0.001384489,1.470647237,22.86,1.88,3.97
M_Schande_s_WasepSN_Norm,WASEPSemNegSchande,male,neutral,0,0.6734,0.6734,0.252,65.2,75.4,76.2,536.5,152.8,112.09,0.003922014,1.263711776,30.62,3.64,4.04
M_Seuche_A_e_WasepSN_Norm,WASEPSemNegSeuche,male,fear,0,1.1073,1.1073,1.04,59.4,76.2,144.0,210.5,167.7,17.18,0.001952627,1.437206385,36.87,5.44,6.41
M_Seuche_E_b_WasepSN_Norm,WASEPSemNegSeuche,male,disgust,0,0.9529,0.9529,0.416,65.2,75.6,76.0,580.6,183.5,182.76,0.003332979,1.50829709,17.83,2.88,3.72
M_Seuche_F_WasepSN_Norm,WASEPSemNegSeuche,male,happy,0,0.9895,0.9895,0.263,65.3,80.0,75.5,231.1,149.3,54.05,0.002967958,1.010207153,38.58,5.17,3.61
M_Seuche_T_b_WasepSN_Norm,WASEPSemNegSeuche,male,sad,0,0.7724,0.7724,0.179,63.5,75.7,76.4,549.2,255.2,242.6,0.000522962,1.647484369,40.77,7.24,4.18
M_Seuche_W_WasepSN_Norm,WASEPSemNegSeuche,male,angry,0,0.9375,0.9375,0.372,60.5,76.9,118.7,219.2,159.9,36.7,0.005847478,1.832669853,26.77,-0.65,2.23
M_Seuche_s_WasepSN_Norm,WASEPSemNegSeuche,male,neutral,0,0.7227,0.7227,0.298,64.7,75.5,76.3,161.5,115.6,28.93,0.002997934,1.110108413,36.49,3.02,2.95
M_Strafe_A_c_WasepSN_Norm,WASEPSemNegStrafe,male,fear,0,1.0159,1.0159,0.458,58.3,75.1,129.1,171.4,148.2,10.03,0.002497961,1.12890935,38.79,8.57,5.04
M_Strafe_E_b_WasepSN_Norm,WASEPSemNegStrafe,male,disgust,0,1.6457,1.6457,1.061,62.1,75.4,105.0,584.2,231.8,167.9,0.002268645,1.363249145,25.99,0.87,4.8
M_Strafe_F_c_WasepSN_Norm,WASEPSemNegStrafe,male,happy,0,1.222,1.222,0.546,53.7,77.0,77.7,257.2,170.5,64.97,0.001758508,1.006057089,29.8,1.98,3.93
M_Strafe_T_WasepSN_Norm,WASEPSemNegStrafe,male,sad,0,0.8026,0.8026,0.369,61.2,75.0,75.5,566.2,297.5,233.41,0.001569847,2.073264556,34.63,2.6,3.13
M_Strafe_W_WasepSN_Norm,WASEPSemNegStrafe,male,angry,0,1.2916,1.2916,0.635,56.0,76.3,100.7,153.8,126.1,12.34,0.003393631,1.240829077,28.93,-1.03,2.39
M_Strafe_s_WasepSN_Norm,WASEPSemNegStrafe,male,neutral,0,0.7895,0.7895,0.377,62.8,75.5,77.1,145.4,119.3,23.36,0.003908071,0.962520391,27.67,2.23,4.48
M_Terror_A_b_WasepSN_Norm,WASEPSemNegTerror,male,fear,0,0.7474,0.7474,0.296,65.5,76.8,101.8,579.3,162.7,85.1,0.003255168,1.041836056,42.69,12.03,3.36
M_Terror_E_b_WasepSN_Norm,WASEPSemNegTerror,male,disgust,0,1.4866,1.4866,0.506,60.9,75.6,75.2,333.5,141.1,70.28,0.002421646,1.339809739,25.84,4.32,4.98
M_Terror_F_c_WasepSN_Norm,WASEPSemNegTerror,male,happy,0,0.9936,0.9936,0.173,60.2,75.5,106.5,272.5,177.6,54.03,0.000860786,0.815490015,37.53,11.9,4.71
M_Terror_T_WasepSN_Norm,WASEPSemNegTerror,male,sad,0,0.7111,0.7111,0.108,63.0,74.8,450.4,548.9,504.2,29.3,0.000506162,2.002947898,34.79,3.72,3.84
M_Terror_W_WasepSN_Norm,WASEPSemNegTerror,male,angry,0,0.7841,0.7841,0.097,60.0,76.7,104.9,245.1,174.0,36.34,0.001836961,1.376984611,31.25,1.54,3.97
M_Terror_s_WasepSN_Norm,WASEPSemNegTerror,male,neutral,0,0.5326,0.5326,0.06,64.8,75.9,92.9,564.2,210.0,169.71,0.002081373,1.471573272,28.89,5.77,4.72
F_Bereich_A_WasepSNeu_Norm,WASEPSemNeuBereich,female,fear,0,0.8977,0.8977,0.226,63.6,75.7,350.3,561.0,396.9,57.78,0.000332277,0.645269376,25.61,7.3,6.79
F_Bereich_E_b_WasepSNeu_Norm,WASEPSemNeuBereich,female,disgust,0,1.3468,1.3468,0.589,59.6,77.0,142.7,261.4,201.1,28.5,0.001148509,1.269677302,35.52,4.02,4.52
F_Bereich_F_b_WasepSNeu_Norm,WASEPSemNeuBereich,female,happy,0,1.1427,1.1427,0.066,56.9,76.4,176.1,271.4,229.2,27.04,0.002123444,1.32386927,11.81,3.87,3.34
F_Bereich_T_b_WasepSNeu_Norm,WASEPSemNeuBereich,female,sad,0,1.1003,1.1003,0.045,62.8,79.8,88.7,149.4,102.7,13.71,0.008543884,1.398667657,37.78,5.14,3.93
F_Bereich_W_WasepSNeu_Norm,WASEPSemNeuBereich,female,angry,0,1.1823,1.1823,0.503,60.1,75.6,92.1,355.1,208.9,106.98,0.001701717,1.506938764,26.03,-0.36,2.58
F_Bereich_s_WasepSNeu_Norm,WASEPSemNeuBereich,female,neutral,0,1.068,1.068,0.101,59.1,76.5,133.8,190.9,163.7,14.67,0.002721414,1.178873642,34.79,5.13,4.02
F_Bericht_A_WasepSNeu_Norm,WASEPSemNeuBericht,female,fear,0,1.0397,1.0397,0.036,60.7,77.1,281.5,501.8,320.7,44.09,0.00037817,0.762174826,29.59,6.71,6.88
F_Bericht_E_b_WasepSNeu_Norm,WASEPSemNeuBericht,female,disgust,0,1.2829,1.2829,0.577,57.0,76.7,178.8,329.8,259.7,44.64,0.001120129,1.012193054,28.55,3.56,1.92
