SoundName,Database_Name,Sex_Voice,Emotion_Label,Begin,End,Duration,PeakTime,Amp(dB),PeakAmp,MinF0,MaxF0,MeanF0,StDevF0,Jitter,Shimmer,MaxHNR,MeanHNR,StDevHNR
F_Bericht_F_WasepSNeu_Norm,WASEPSemNeuBericht,female,happy,0,1.0512,1.0512,0.034,54.6,76.0,118.5,317.5,251.2,65.91,0.003883185,0.75183851,25.0,4.88,4.88
F_Bericht_T_b_WasepSNeu_Norm,WASEPSemNeuBericht,female,sad,0,0.9868,0.9868,0.126,56.3,75.8,121.3,154.8,138.3,8.05,0.002284335,1.306912799,23.56,5.56,4.87
F_Bericht_W_WasepSNeu_Norm,WASEPSemNeuBericht,female,angry,0,1.1378,1.1378,0.537,68.1,79.5,101.4,253.4,168.3,45.73,0.003754009,1.501564219,20.85,-0.29,3.21
F_Bericht_s_WasepSNeu_Norm,WASEPSemNeuBericht,female,neutral,0,0.9168,0.9168,0.084,58.8,77.6,165.4,246.7,212.1,19.58,0.001764364,1.106055393,20.82,5.08,5.5
F_Betrieb_A_b_WasepSNeu_Norm,WASEPSemNeuBetrieb,female,fear,0,1.408,1.408,0.055,57.9,79.0,314.8,410.3,375.3,29.58,0.000193146,0.556959979,23.28,13.04,7.3
F_Betrieb_E_b_WasepSNeu_Norm,WASEPSemNeuBetrieb,female,disgust,0,1.2539,1.2539,0.352,56.9,77.3,159.6,291.1,230.3,54.72,0.000623906,1.42061773,22.37,-0.26,3.39
F_Betrieb_F_b_WasepSNeu_Norm,WASEPSemNeuBetrieb,female,happy,0,1.0132,1.0132,0.464,56.5,76.0,266.3,451.9,386.8,49.8,0.000185401,0.731674609,41.22,9.42,4.74
F_Betrieb_T_WasepSNeu_Norm,WASEPSemNeuBetrieb,female,sad,0,0.9259,0.9259,0.035,54.7,75.8,132.5,601.2,224.9,154.22,0.002465717,1.219788393,32.59,4.89,4.92
F_Betrieb_W_WasepSNeu_Norm,WASEPSemNeuBetrieb,female,angry,0,1.086,1.086,0.596,59.7,79.7,96.7,598.6,299.2,128.79,0.00106868,1.509643801,27.36,0.57,3.3
F_Betrieb_s_WasepSNeu_Norm,WASEPSemNeuBetrieb,female,neutral,0,1.0503,1.0503,0.131,52.9,76.6,151.6,614.5,243.1,120.73,0.003262778,1.081707858,21.65,5.36,5.33
F_Lage_A_WasepSNeu_Norm,WASEPSemNeuLage,female,fear,0,0.9114,0.9114,0.193,65.7,76.0,237.1,366.4,285.4,39.69,0.000276214,0.950578124,35.01,9.76,4.51
F_Lage_E_b_WasepSNeu_Norm,WASEPSemNeuLage,female,disgust,0,1.2539,1.2539,0.567,65.8,77.5,234.3,574.0,355.0,76.11,0.001072904,1.519547636,28.37,1.16,3.19
F_Lage_F_c_WasepSNeu_Norm,WASEPSemNeuLage,female,happy,0,0.8446,0.8446,0.167,63.2,76.7,100.5,274.5,189.0,65.14,0.002391469,0.900370717,37.83,5.64,5.5
F_Lage_T_d_WasepSNeu_Norm,WASEPSemNeuLage,female,sad,0,0.7787,0.7787,0.184,67.7,76.7,85.2,139.4,114.5,13.12,0.003001099,1.016261985,17.55,8.1,3.44
F_Lage_W_b_WasepSNeu_Norm,WASEPSemNeuLage,female,angry,0,1.1261,1.1261,0.402,57.4,76.4,78.8,525.1,162.7,138.98,0.004727084,1.773539118,5.11,-0.2,2.17
F_Lage_s_WasepSNeu_Norm,WASEPSemNeuLage,female,neutral,0,0.6648,0.6648,0.106,66.7,75.3,94.1,187.4,158.8,27.45,0.002376934,1.030483811,28.22,5.77,6.06
F_Menge_A_WasepSNeu_Norm,WASEPSemNeuMenge,female,fear,0,0.8707,0.8707,0.262,66.4,75.5,298.8,373.0,330.1,18.18,0.000241348,0.707116643,28.54,14.88,5.7
F_Menge_E_b_WasepSNeu_Norm,WASEPSemNeuMenge,female,disgust,0,1.1088,1.1088,0.401,55.6,76.0,106.3,584.7,247.4,167.35,0.001536642,1.338146487,25.71,2.28,2.72
F_Menge_F_WasepSNeu_Norm,WASEPSemNeuMenge,female,happy,0,0.8156,0.8156,0.221,60.4,76.1,114.4,320.6,215.6,71.24,0.001675017,0.890760934,14.47,8.5,3.37
F_Menge_T_WasepSNeu_Norm,WASEPSemNeuMenge,female,sad,0,0.7516,0.7516,0.317,68.2,76.3,93.1,164.1,131.8,25.64,0.003286401,1.183346264,33.53,12.57,5.28
F_Menge_W_WasepSNeu_Norm,WASEPSemNeuMenge,female,angry,0,1.1436,1.1436,0.346,63.1,75.6,76.5,554.3,184.0,121.43,0.003650557,1.903574764,22.62,0.88,3.82
F_Menge_s_WasepSNeu_Norm,WASEPSemNeuMenge,female,neutral,0,0.6356,0.6356,0.194,66.9,75.3,102.4,489.1,180.8,86.86,0.002445789,1.487565548,29.25,8.11,6.72
F_Mitglied_A_b_WasepSNeu_Norm,WASEPSemNeuMitglied,female,fear,0,1.3826,1.3826,0.262,56.4,75.8,337.1,419.4,378.6,21.19,0.000192769,0.53241305,25.79,14.28,7.25
F_Mitglied_E_WasepSNeu_Norm,WASEPSemNeuMitglied,female,disgust,0,1.6437,1.6437,0.366,52.1,76.5,148.0,297.5,211.0,37.54,0.001223775,0.885532953,26.22,6.29,5.84
F_Mitglied_F_WasepSNeu_Norm,WASEPSemNeuMitglied,female,happy,0,1.5137,1.5137,0.172,51.4,76.3,89.6,293.3,180.3,71.53,0.002359284,0.794889037,26.52,7.65,6.39
F_Mitglied_T_b_WasepSNeu_Norm,WASEPSemNeuMitglied,female,sad,0,1.3584,1.3584,0.113,56.7,75.3,83.7,153.2,120.3,22.69,0.004240092,1.469803367,34.54,7.8,6.03
F_Mitglied_W_WasepSNeu_Norm,WASEPSemNeuMitglied,female,angry,0,1.4699,1.4699,0.32,55.5,76.4,122.4,291.3,175.5,70.06,0.003646524,1.255065765,31.1,1.71,3.51
F_Mitglied_s_WasepSNeu_Norm,WASEPSemNeuMitglied,female,neutral,0,1.1022,1.1022,0.109,56.4,76.3,124.2,248.7,168.2,39.15,0.002194808,0.893075118,34.07,5.79,6.04
F_Mittel_A_b_WasepSNeu_Norm,WASEPSemNeuMittel,female,fear,0,1.0681,1.0681,0.288,62.9,75.4,310.7,378.7,340.4,22.38,0.000130458,0.538031429,23.6,12.58,7.65
F_Mittel_E_WasepSNeu_Norm,WASEPSemNeuMittel,female,disgust,0,1.136,1.136,0.419,55.0,76.7,219.5,494.9,398.8,83.0,0.000608833,1.680008335,33.16,-0.39,3.82
F_Mittel_F_b_WasepSNeu_Norm,WASEPSemNeuMittel,female,happy,0,1.0449,1.0449,0.217,57.2,75.7,97.7,394.0,263.8,125.08,0.002736388,0.728629021,30.05,10.74,9.68
F_Mittel_T_b_WasepSNeu_Norm,WASEPSemNeuMittel,female,sad,0,0.9346,0.9346,0.194,60.4,76.2,102.4,175.8,130.6,18.33,0.005343816,1.116422012,25.45,9.89,7.0
F_Mittel_W_b_WasepSNeu_Norm,WASEPSemNeuMittel,female,angry,0,0.9433,0.9433,0.277,54.6,76.4,103.1,474.2,206.7,130.37,0.003215383,1.507568415,8.6,3.11,3.37
F_Mittel_s_WasepSNeu_Norm,WASEPSemNeuMittel,female,neutral,0,0.7311,0.7311,0.14,62.4,75.2,114.9,255.0,172.1,42.7,0.0022986,0.80796838,35.07,8.52,8.38
F_Reihe_A_b_WasepSNeu_Norm,WASEPSemNeuReihe,female,fear,0,0.8417,0.8417,0.369,67.8,76.0,301.6,367.3,323.3,18.47,7.45e-05,0.684974951,19.26,12.93,4.36
F_Reihe_E_WasepSNeu_Norm,WASEPSemNeuReihe,female,disgust,0,1.1261,1.1261,0.437,65.9,76.1,181.9,326.7,239.2,38.69,0.001051874,0.84204645,22.51,6.74,5.11
F_Reihe_F_b_WasepSNeu_Norm,WASEPSemNeuReihe,female,happy,0,0.7457,0.7457,0.158,64.5,75.4,81.9,313.2,227.6,83.15,0.00239377,1.2413548,35.03,4.07,3.37
F_Reihe_T_b_WasepSNeu_Norm,WASEPSemNeuReihe,female,sad,0,0.6559,0.6559,0.342,66.7,75.4,82.1,473.2,129.7,75.53,0.004195331,1.556866933,13.64,6.28,3.49
F_Reihe_W_WasepSNeu_Norm,WASEPSemNeuReihe,female,angry,0,1.1378,1.1378,0.379,58.2,77.6,118.6,297.1,181.3,46.04,0.003603795,1.404493381,5.64,1.23,3.08
F_Reihe_s_b_WasepSNeu_Norm,WASEPSemNeuReihe,female,neutral,0,0.6908,0.6908,0.212,67.8,76.0,111.2,261.3,172.4,38.13,0.003516538,0.804669086,27.23,2.1,3.91
F_Sache_A_c_WasepSNeu_Norm,WASEPSemNeuSache,female,fear,0,0.9688,0.9688,0.208,63.0,76.1,211.0,256.9,243.3,10.54,0.000501112,0.964560461,24.59,3.98,4.99
F_Sache_E_b_WasepSNeu_Norm,WASEPSemNeuSache,female,disgust,0,1.0967,1.0967,0.471,67.3,78.1,357.6,386.7,369.2,9.55,0.000386359,1.972418591,32.2,-0.0008,2.63
F_Sache_F_WasepSNeu_Norm,WASEPSemNeuSache,female,happy,0,1.0768,1.0768,0.347,54.2,76.6,97.3,338.2,229.1,90.19,0.001606646,1.101300327,37.08,7.5,4.5
F_Sache_T_WasepSNeu_Norm,WASEPSemNeuSache,female,sad,0,0.862,0.862,0.204,60.2,75.0,95.8,140.5,119.2,13.82,0.003543489,1.236002442,37.63,4.78,3.56
F_Sache_W_c_WasepSNeu_Norm,WASEPSemNeuSache,female,angry,0,0.9114,0.9114,0.264,54.4,76.8,77.4,127.2,109.6,23.71,0.001697457,1.482773212,3.22,0.93,1.95
F_Sache_s_WasepSNeu_Norm,WASEPSemNeuSache,female,neutral,0,0.7367,0.7367,0.252,60.5,75.5,81.0,180.3,141.7,29.91,0.002597198,1.508429589,31.62,1.39,3.64
F_Stunde_A_c_WasepSNeu_Norm,WASEPSemNeuStunde,female,fear,0,1.0158,1.0158,0.301,58.1,76.5,310.3,537.5,352.2,63.86,0.000241494,0.894204504,51.98,11.23,9.38
F_Stunde_E_WasepSNeu_Norm,WASEPSemNeuStunde,female,disgust,0,1.6138,1.6138,0.65,55.0,77.9,156.6,483.9,309.8,107.64,0.001107227,1.325032721,30.45,2.01,4.23
F_Stunde_F_b_WasepSNeu_Norm,WASEPSemNeuStunde,female,happy,0,1.2397,1.2397,0.41,58.0,76.4,120.3,444.0,294.5,100.63,0.002471668,1.21040094,27.41,3.29,5.46
F_Stunde_T_WasepSNeu_Norm,WASEPSemNeuStunde,female,sad,0,1.2103,1.2103,0.495,60.1,74.9,83.2,160.3,116.3,19.42,0.004152806,1.202329515,33.42,7.08,6.1
F_Stunde_W_b_WasepSNeu_Norm,WASEPSemNeuStunde,female,angry,0,1.2249,1.2249,0.62,55.5,76.3,186.1,484.8,330.3,99.32,0.002199657,1.375568632,26.1,4.17,4.96
F_Stunde_s_WasepSNeu_Norm,WASEPSemNeuStunde,female,neutral,0,0.8512,0.8512,0.467,65.3,75.3,116.7,240.8,203.9,40.66,0.00151548,0.935034987,28.06,5.13,8.75
M_Bereich_A_b_WasepSNeu_Norm,WASEPSemNeuBereich,male,fear,0,0.7694,0.7694,0.041,67.3,76.4,131.6,233.3,193.4,29.34,0.001803097,0.773438758,19.87,7.04,4.54
M_Bereich_E_b_WasepSNeu_Norm,WASEPSemNeuBereich,male,disgust,0,1.965,1.965,0.638,66.9,79.7,75.9,148.6,103.4,20.68,0.003151952,1.182713089,36.76,5.19,5.28
M_Bereich_F_WasepSNeu_Norm,WASEPSemNeuBereich,male,happy,0,0.9723,0.9723,0.057,56.5,75.1,75.3,109.0,90.9,8.56,0.004491849,1.195451566,34.13,4.98,3.23
M_Bereich_T_b_WasepSNeu_Norm,WASEPSemNeuBereich,male,sad,0,0.8918,0.8918,0.073,58.4,75.2,75.2,519.4,300.2,201.25,0.002718739,1.878304081,31.59,8.82,2.64
M_Bereich_W_WasepSNeu_Norm,WASEPSemNeuBereich,male,angry,0,0.6879,0.6879,0.308,62.9,75.9,105.2,171.4,136.6,22.92,0.00447928,1.034940127,25.74,0.79,2.35
M_Bereich_s_WasepSNeu_Norm,WASEPSemNeuBereich,male,neutral,0,0.7227,0.7227,0.364,59.5,75.7,95.3,155.2,122.0,18.05,0.003542348,1.294023288,31.82,0.56,1.87
M_Bericht_A_b_WasepSNeu_Norm,WASEPSemNeuBericht,male,fear,0,0.7779,0.7779,0.033,55.1,78.4,151.2,188.9,171.3,11.14,0.001313716,1.100323529,39.32,6.52,6.53
M_Bericht_E_b_WasepSNeu_Norm,WASEPSemNeuBericht,male,disgust,0,1.472,1.472,0.641,65.9,78.5,100.4,557.7,195.7,103.89,0.002698998,1.082121959,35.96,0.79,2.88
M_Bericht_F_WasepSNeu_Norm,WASEPSemNeuBericht,male,happy,0,0.7735,0.7735,0.089,53.0,76.5,119.8,170.8,140.7,15.24,0.002492508,1.032891522,11.71,7.08,2.13
M_Bericht_T_c_WasepSNeu_Norm,WASEPSemNeuBericht,male,sad,0,0.6687,0.6687,0.091,59.4,74.3,76.8,492.8,243.8,225.77,0.000294625,3.94925983,32.7,0.04,4.95
M_Bericht_W_b_WasepSNeu_Norm,WASEPSemNeuBericht,male,angry,0,0.9959,0.9959,0.466,60.3,76.9,89.2,134.4,105.2,16.45,0.005462782,0.972898358,28.11,-0.6,2.03
M_Bericht_s_WasepSNeu_Norm,WASEPSemNeuBericht,male,neutral,0,0.5954,0.5954,0.212,56.9,77.3,103.1,164.1,129.3,19.45,0.004490149,1.523128275,28.72,2.25,3.0
M_Betrieb_A_WasepSNeu_Norm,WASEPSemNeuBetrieb,male,fear,0,0.6617,0.6617,0.052,61.8,75.5,134.5,187.2,168.8,15.03,0.00180262,1.365874893,34.23,8.96,6.03
M_Betrieb_E_c_WasepSNeu_Norm,WASEPSemNeuBetrieb,male,disgust,0,1.3642,1.3642,0.483,63.4,76.0,86.8,208.6,150.0,40.37,0.002451672,0.796468511,25.67,7.54,5.37
M_Betrieb_F_d_WasepSNeu_Norm,WASEPSemNeuBetrieb,male,happy,0,1.0797,1.0797,0.5,58.7,77.4,131.2,228.2,190.4,29.17,0.001650997,0.722468582,31.1,7.83,4.14
M_Betrieb_T_b_WasepSNeu_Norm,WASEPSemNeuBetrieb,male,sad,0,0.6356,0.6356,0.043,59.6,75.3,76.5,94.7,84.8,7.91,0.017645348,1.233247039,38.96,3.72,4.41
M_Betrieb_W_WasepSNeu_Norm,WASEPSemNeuBetrieb,male,angry,0,0.9099,0.9099,0.086,55.0,77.6,117.9,210.2,172.8,22.64,0.002690934,1.476890015,27.32,0.39,2.6
M_Betrieb_s_WasepSNeu_Norm,WASEPSemNeuBetrieb,male,neutral,0,0.5663,0.5663,0.242,53.9,76.6,75.9,154.4,132.6,22.2,0.00337691,1.011467935,29.24,3.57,3.38
M_Lage_A_WasepSNeu_Norm,WASEPSemNeuLage,male,fear,0,0.6528,0.6528,0.502,69.7,76.1,75.3,147.8,122.0,16.44,0.004699368,1.223557171,16.13,8.61,3.47
M_Lage_E_WasepSNeu_Norm,WASEPSemNeuLage,male,disgust,0,1.5754,1.5754,0.601,61.1,75.6,75.3,529.5,132.7,122.5,0.002191074,0.865333416,9.42,1.44,3.03
M_Lage_F_WasepSNeu_Norm,WASEPSemNeuLage,male,happy,0,0.7913,0.7913,0.152,65.1,75.0,76.2,449.2,174.6,102.05,0.004411188,1.393648444,30.48,3.66,3.82
M_Lage_T_c_WasepSNeu_Norm,WASEPSemNeuLage,male,sad,0,0.7111,0.7111,0.23,66.0,74.7,77.8,93.7,83.5,6.23,0.005437755,1.094187861,34.56,3.73,4.43
M_Lage_W_b_WasepSNeu_Norm,WASEPSemNeuLage,male,angry,0,1.0535,1.0535,0.848,70.0,78.1,114.4,199.7,172.6,23.21,0.001138558,0.693495189,30.29,7.64,5.99
M_Lage_s_WasepSNeu_Norm,WASEPSemNeuLage,male,neutral,0,0.5694,0.5694,0.198,67.3,75.1,75.1,114.5,100.7,10.85,0.004451365,1.258508327,30.51,2.96,2.88
M_Menge_A_b_WasepSNeu_Norm,WASEPSemNeuMenge,male,fear,0,0.6502,0.6502,0.448,72.5,77.4,129.4,204.9,183.5,19.74,0.000726392,0.607985537,24.5,15.28,5.66
M_Menge_E_c_WasepSNeu_Norm,WASEPSemNeuMenge,male,disgust,0,1.3873,1.3873,0.442,61.4,75.0,88.0,597.5,114.3,82.41,0.00358967,1.516820373,17.71,6.73,5.33
M_Menge_F_WasepSNeu_Norm,WASEPSemNeuMenge,male,happy,0,0.7495,0.7495,0.168,60.7,76.1,75.9,202.0,139.5,40.57,0.001650959,1.135146645,26.07,6.96,3.95
M_Menge_T_b_WasepSNeu_Norm,WASEPSemNeuMenge,male,sad,0,0.6259,0.6259,0.206,66.5,74.3,75.2,89.5,78.9,5.51,0.009046842,1.206333385,23.69,1.55,11.77
M_Menge_W_WasepSNeu_Norm,WASEPSemNeuMenge,male,angry,0,0.6534,0.6534,0.232,58.0,76.6,99.4,197.4,155.1,31.36,0.001661263,1.143776966,33.12,1.42,2.34
M_Menge_s_WasepSNeu_Norm,WASEPSemNeuMenge,male,neutral,0,0.5555,0.5555,0.232,66.1,75.3,81.7,150.5,126.0,22.04,0.00198548,1.142564977,25.82,7.01,4.95
M_Mitglied_A_b_WasepSNeu_Norm,WASEPSemNeuMitglied,male,fear,0,0.8531,0.8531,0.516,58.8,76.0,181.7,250.0,224.5,22.14,0.000495734,0.775198919,31.92,11.14,7.74
M_Mitglied_E_b_WasepSNeu_Norm,WASEPSemNeuMitglied,male,disgust,0,1.6608,1.6608,0.436,56.6,76.6,75.3,204.3,130.0,40.55,0.002207169,0.80850685,17.82,8.13,4.29
M_Mitglied_F_b_WasepSNeu_Norm,WASEPSemNeuMitglied,male,happy,0,1.0174,1.0174,0.605,57.8,76.2,95.9,319.8,213.2,72.25,0.001730424,0.684059772,31.72,5.93,3.3
M_Mitglied_T_c_WasepSNeu_Norm,WASEPSemNeuMitglied,male,sad,0,0.9315,0.9315,0.12,57.4,75.5,552.3,556.3,554.3,2.79,9.56e-05,1.705049418,40.67,9.43,5.56
M_Mitglied_W_WasepSNeu_Norm,WASEPSemNeuMitglied,male,angry,0,1.1046,1.1046,0.221,58.4,76.1,84.3,176.1,141.1,22.9,0.003938438,1.350962052,32.84,3.59,3.15
M_Mitglied_s_WasepSNeu_Norm,WASEPSemNeuMitglied,male,neutral,0,0.7521,0.7521,0.158,55.2,77.2,79.9,467.5,152.4,100.89,0.002663852,1.37454573,34.8,6.1,1.57
M_Mittel_A_b_WasepSNeu_Norm,WASEPSemNeuMittel,male,fear,0,0.4882,0.4882,0.137,66.4,75.4,94.0,208.9,161.9,35.33,0.002227696,0.760215778,36.07,11.62,6.5
M_Mittel_E_c_WasepSNeu_Norm,WASEPSemNeuMittel,male,disgust,0,1.2423,1.2423,0.455,61.3,75.4,77.1,455.3,134.0,118.22,0.002605146,1.077543787,26.81,10.67,9.73
M_Mittel_F_b_WasepSNeu_Norm,WASEPSemNeuMittel,male,happy,0,0.6234,0.6234,0.379,61.5,75.8,76.8,260.9,190.1,66.54,0.002992143,0.681413172,26.4,7.37,8.52
M_Mittel_T_c_WasepSNeu_Norm,WASEPSemNeuMittel,male,sad,0,0.5083,0.5083,0.116,64.2,74.3,77.3,108.3,89.7,9.78,0.006864713,0.929313787,40.54,5.16,4.55
M_Mittel_W_WasepSNeu_Norm,WASEPSemNeuMittel,male,angry,0,0.7198,0.7198,0.256,56.8,76.2,75.8,383.1,147.1,61.19,0.002241839,1.013886321,32.67,1.89,4.11
M_Mittel_s_WasepSNeu_Norm,WASEPSemNeuMittel,male,neutral,0,0.459,0.459,0.135,64.3,76.5,79.0,198.7,133.2,37.08,0.004062803,1.581947425,29.53,3.65,1.93
M_Reihe_A_b_WasepSNeu_Norm,WASEPSemNeuReihe,male,fear,0,0.8207,0.8207,0.58,61.6,75.4,82.5,209.2,155.6,40.9,0.002422135,0.787141137,37.99,8.6,4.8
M_Reihe_E_b_WasepSNeu_Norm,WASEPSemNeuReihe,male,disgust,0,1.1616,1.1616,0.638,64.2,75.3,75.2,562.5,148.2,72.66,0.003633758,0.969460431,8.94,2.11,3.15
M_Reihe_F_b_WasepSNeu_Norm,WASEPSemNeuReihe,male,happy,0,0.7038,0.7038,0.273,60.6,75.7,75.6,211.0,136.1,49.05,0.002644246,0.847573118,25.63,2.64,1.87
M_Reihe_T_b_WasepSNeu_Norm,WASEPSemNeuReihe,male,sad,0,0.8709,0.8709,0.362,63.5,75.8,77.7,596.7,454.6,216.14,0.000592178,1.668661509,39.28,4.71,5.66
M_Reihe_W_WasepSNeu_Norm,WASEPSemNeuReihe,male,angry,0,0.619,0.619,0.269,65.3,78.2,91.4,201.3,150.5,33.7,0.003446837,1.034751027,23.35,1.33,3.77
M_Reihe_s_WasepSNeu_Norm,WASEPSemNeuReihe,male,neutral,0,0.6879,0.6879,0.294,69.9,78.1,77.2,167.0,119.8,25.35,0.00432532,1.034766867,25.76,0.53,1.88
M_Sache_A_e_WasepSNeu_Norm,WASEPSemNeuSache,male,fear,0,1.2472,1.2472,0.561,52.2,78.4,153.2,248.5,211.8,26.15,0.001002071,1.277971258,36.73,5.23,2.63
M_Sache_E_c_WasepSNeu_Norm,WASEPSemNeuSache,male,disgust,0,1.2074,1.2074,0.465,65.2,77.9,77.2,513.3,277.9,212.08,0.008038947,1.627356759,29.66,1.33,2.17
M_Sache_F_b_WasepSNeu_Norm,WASEPSemNeuSache,male,happy,0,0.9487,0.9487,0.302,64.2,76.6,79.1,224.7,138.8,42.65,0.00322758,1.204242438,26.5,3.53,3.36
M_Sache_T_c_WasepSNeu_Norm,WASEPSemNeuSache,male,sad,0,0.8059,0.8059,0.291,58.6,75.2,74.9,566.9,245.3,231.52,0.004355598,1.624125116,30.22,4.81,3.97
M_Sache_W_WasepSNeu_Norm,WASEPSemNeuSache,male,angry,0,0.8057,0.8057,0.267,57.1,76.7,133.8,168.2,144.2,12.23,0.00240879,0.571541607,28.16,4.82,4.97
M_Sache_s_WasepSNeu_Norm,WASEPSemNeuSache,male,neutral,0,0.5957,0.5957,0.235,62.7,76.2,85.6,507.8,248.1,188.97,0.002842439,1.624551178,38.63,3.78,3.58
M_Stunde_A_e_WasepSNeu_Norm,WASEPSemNeuStunde,male,fear,0,1.0673,1.0673,0.868,53.3,77.7,141.1,249.9,203.1,28.6,0.001144947,0.83944408,30.13,14.5,6.45
M_Stunde_E_c_WasepSNeu_Norm,WASEPSemNeuStunde,male,disgust,0,2.1495,2.1495,1.142,43.7,79.1,78.2,511.6,165.4,121.59,0.00306583,1.282013398,41.24,9.36,7.01
M_Stunde_F_b_WasepSNeu_Norm,WASEPSemNeuStunde,male,happy,0,1.0856,1.0856,0.492,61.3,78.0,75.6,499.1,206.0,89.88,0.002351782,0.790208887,30.45,5.58,7.04
M_Stunde_T_b_WasepSNeu_Norm,WASEPSemNeuStunde,male,sad,0,0.8712,0.8712,0.423,61.6,75.1,78.5,422.9,104.6,73.09,0.003533939,2.007026646,40.08,5.04,7.58
M_Stunde_W_WasepSNeu_Norm,WASEPSemNeuStunde,male,angry,0,0.9841,0.9841,0.532,57.4,77.4,74.0,502.6,182.9,122.44,0.006247744,1.446971798,25.72,2.3,3.6
M_Stunde_s_WasepSNeu_Norm,WASEPSemNeuStunde,male,neutral,0,0.6462,0.6462,0.266,63.4,77.0,75.9,530.6,185.3,146.03,0.002702674,1.119296453,34.7,5.64,3.59
